16.82267857	24.27602403
49	51
54.5	45.5
11.61046175	12.74513993
53	53
3.914914396	13.40433973
40.5	40.5
52.5	47.5
46.5	53.5
16.41468551	18.0529191
58.5	58.5
48	52
54	54
44	44
59.5	59.5
25.80217433	23.90593244
51	49
6.63472396	2.249824519
42.5	57.5
57.5	57.5
6.438795129	8.453016755
30.30576926	24.00658622
41.5	58.5
40	40
52	48
4.080324717	19.49034089
43.42359779	22.95847316
44	56
11.0422071	2.925504318
7.525254067	16.24134037
41.5	58.5
13.57463301	18.91170995
40.5	59.5
51.5	48.5
48	48
48.5	48.5
41.5	41.5
57	57
45	55
6.556596576	18.65657521
2.303537095	16.57338176
19.26206244	10.26276437
15.56993316	1.989806818
59.5	40.5
28.29275508	30.05129719
18.80733665	19.96459853
57	57
9.816583758	2.138126774
55	45
23.92085725	23.87791091
3.397930845	5.037385174
20.08478595	23.40310011
24.12923158	29.65963694
59	59
56.5	43.5
52	48
49.5	50.5
58	42
18.36258043	27.16060471
19.61093012	16.17419975
21.27533271	29.9377104
55	45
8.640400403	17.33939634
33.35639185	12.97802618
17.07083346	5.824152348
27.32896582	30.59775799
55.5	55.5
14.10809656	15.59007538
14.0376057	15.47742676
25.16273361	27.21898745
21.70350689	19.2761724
45	55
3.469954527	18.9721366
5.355998413	17.09646901
49.5	49.5
50	50
42.5	57.5
60	40
41.5	58.5
46.5	53.5
4.886623737	14.26923429
47	47
48.5	51.5
15.01664037	28.90387413
59.5	40.5
2.741782891	11.91137425
54.5	45.5
23.51127086	28.0604042
28.12382781	13.14097125
21.8303473	20.2849339
13.75591296	9.770805994
47	53
0.121463668	19.08993805
43	57
59	59
53.5	46.5
42.5	42.5
14.38520463	0.377208777
26.64402081	24.91118102
31.67990207	34.70650035
57	43
56.5	56.5
40.5	59.5
21.55950432	31.16391844
2.184514908	9.605395672
58.5	41.5
25.23345592	22.23805104
25.67406518	19.36097369
23.20532594	23.94604116
43.5	56.5
43.5	43.5
11.09591968	5.768608661
52.5	52.5
4.177983947	1.058381909
17.27652821	1.510666219
26.82253189	28.46432898
40.5	40.5
51.5	48.5
43	57
3.796502579	9.333170568
57	43
17.11905271	8.258308664
41	59
47.5	52.5
0.330820643	19.92126225
25.47163894	26.74050001
52.5	47.5
55	45
10.01190222	6.002380444
54	54
41	59
47	47
47.5	47.5
55	55
24.22097686	24.0437891
59	59
3.097018342	0.809350871
56.5	56.5
55	55
42	58
47.5	47.5
43.5	43.5
4.63881344	7.624134037
46.5	46.5
57.5	42.5
49	51
52	52
22.50682719	26.29493174
50.5	50.5
42.5	57.5
58.5	41.5
27.48166543	25.26423322
47	47
13.4214301	17.96258431
49	51
41.5	41.5
51.5	51.5
50	50
51	51
60	60
55	45
59.5	59.5
59.5	59.5
9.247108371	7.303079318
48	48
57	43
56	44
50	50
11.66600543	1.961119419
58.5	41.5
52.5	52.5
10.86947233	2.819910276
7.570421461	6.21723075
56.5	56.5
34.20017555	29.13947191
32.32846274	16.43141395
58.5	41.5
40.5	40.5
55	45
54	54
14.60127567	12.52906888
24.94331574	16.23469024
40	60
56	44
54	54
6.261787774	19.39878536
43	57
41.5	41.5
25.94831194	17.63657173
52.5	52.5
28.58048055	21.21839606
40	60
51	51
5.172276986	13.31888791
48	48
2.064271981	8.47132786
50.5	49.5
42.5	42.5
26.79946937	33.52051016
40	60
42	42
55	45
29.69757651	31.41110546
53	47
40	40
43.5	56.5
7.304300058	19.21872616
60	60
49.5	49.5
53	53
43.5	56.5
17.02017273	5.563524277
19.65680958	20.08414476
42.5	42.5
27.58050477	22.41193733
14.68489639	4.387340922
55.5	55.5
20.40586032	29.40022632
57	43
57	57
42.5	57.5
55	55
18.3190405	13.5831782
57.5	42.5
15.55426088	22.91708888
45	45
52	52
16.16626484	1.165807062
53	53
13.07473983	9.012115848
58.5	41.5
41	59
47.5	52.5
43	43
24.86114744	27.89737727
51.5	48.5
49	51
15.80187384	0.783104953
22.03954018	35.18499461
17.81084001	31.08509254
55	55
53.5	46.5
9.745780816	8.248542741
59	41
41.5	41.5
5.215002899	19.84923856
57.5	57.5
56	56
14.88998077	19.26633503
10.98544267	1.552171392
30.08211542	10.39911758
59	59
43.5	43.5
43	43
25.02317847	17.86697857
15.11947996	14.68367565
47.5	47.5
51.5	51.5
44.5	55.5
14.99496445	11.29123814
20.04035259	37.84941391
12.244026	19.44029054
54	46
51	51
55	55
17.62504959	7.843867306
28.2677076	22.48229129
54	46
14.3974109	19.87174591
46	46
14.31562243	13.5196997
49.5	50.5
29.52307631	26.10854216
17.70624357	24.67326403
53.5	53.5
21.51666712	31.99895736
27.71915269	25.10304802
9.647511216	3.710440382
40.5	59.5
4.171880245	7.574694052
57.5	42.5
49	49
45.5	45.5
10.11566515	19.20834986
51	51
1.773735771	11.93456832
12.31396772	17.96648639
42	42
44.5	44.5
33.62752131	26.06655079
11.6196173	7.306741539
56	44
41	59
53.5	53.5
50	50
56	56
11.50242622	4.70229194
56.5	43.5
57.5	57.5
15.85008312	32.45591024
52.5	47.5
49	49
16.34266182	14.66109195
58.5	41.5
30.39938355	21.9808232
1.142612995	16.00268563
5.257118442	7.190160833
41.5	58.5
59	59
46.5	53.5
6.005432295	13.89996033
55	45
50.5	49.5
14.48530534	18.30927458
40	40
7.388531144	11.55064547
28.66862423	22.58020294
54	46
52.5	52.5
52.5	52.5
5.945616016	10.06683554
51.5	51.5
32.70573024	27.43524028
57	57
17.37235633	16.27796258
56.5	56.5
51	51
17.38517411	12.87209693
47	47
20.27305135	28.69466761
45.5	45.5
41.5	58.5
15.4197821	14.65132603
42	58
21.93070095	26.29257842
43.5	56.5
24.1371169	27.91027618
28.15014404	16.68218892
48.5	51.5
58.5	58.5
14.69473381	30.5188093
7.999511704	15.48081912
55.5	44.5
42	42
38.73235136	34.35024218
41	41
50.5	50.5
24.79915629	20.22028247
5.501876888	18.3886227
44.5	44.5
1.055940428	7.188329722
46	54
44.5	55.5
57	57
48.5	51.5
56	56
60	40
60	40
58	42
53	53
12.69386883	19.67467269
44	44
46.5	46.5
50	50
34.76644515	14.82853867
19.87439254	15.09636667
50	50
45	45
51.5	51.5
33.91338459	24.65580173
9.795831172	6.831873531
24.64292329	37.17978934
53	47
43	57
30.36986136	24.62820993
44.5	44.5
45.5	54.5
25.30788897	32.74462478
48.5	48.5
17.47201686	33.52553057
56.5	43.5
28.21725111	23.17699063
4.405041658	18.84578997
45	55
57	57
18.05962319	27.26327757
49.5	49.5
52.5	47.5
16.61427656	10.63509018
18.59859004	3.623767815
13.28323442	30.95525762
24.59279421	24.79042514
56	44
24.08235623	23.07916765
20.06164841	39.07526725
23.21828624	23.36407596
55.5	44.5
19.82421339	8.302865688
13.14432203	13.50688192
59.5	40.5
55.5	44.5
40.5	59.5
17.63481552	10.16815699
45.5	45.5
58.5	58.5
40.5	40.5
43.5	43.5
41	59
3.073824274	0.069582202
24.08003019	25.44861736
16.83523057	3.433942686
52.5	52.5
60	60
46.5	46.5
45.5	54.5
7.05404828	11.55980102
42.5	57.5
46	54
22.29813226	22.50982852
15.28000732	6.532181768
50.5	49.5
0.348521378	15.13901181
51.5	48.5
48.5	51.5
59.5	40.5
29.6957075	15.26793375
1.421552171	14.96383557
42	42
25.58037585	23.3555017
49.5	49.5
54.5	54.5
53	53
41	41
10.51362651	19.23520615
10.74556719	14.98764
6.324655904	6.400341807
59.5	59.5
45.5	54.5
40	40
46.5	53.5
48.5	48.5
41.5	41.5
58	58
56	56
52.5	47.5
45	55
40.5	40.5
47.5	52.5
55.5	44.5
40.5	59.5
48	52
51	49
57	57
40	60
48.5	48.5
43.5	43.5
57.5	57.5
40	40
10.01861629	18.00103763
12.93923765	15.45640431
50	50
47	47
9.767143773	2.095400861
4.389782403	17.69951476
45	55
45	55
53	47
29.2231477	20.44330876
46.5	53.5
11.54759362	16.37562181
51.5	48.5
51	51
22.50182724	36.56899089
49	51
52.5	47.5
44	56
13.67187969	25.06127493
50.5	50.5
56	44
42	58
58.5	58.5
43	43
