5.968541372	-0.943913261	
5.121895027	32.74815881	
4.837376663	7.217460183	
5.161770686	1.608276666	
5.402055775	9.641888841	
6.301937118	-0.664090163	
4.216965989	5.497168008	
5.635033075	-18.43342816	
4.786371063	-3.313772236	
4.477257688	31.66106253	
4.928987791	26.03874818	
4.235335508	4.512969685	
4.869545491	7.17844286	
3.132925612	-1.102796301	
6.422604328	-0.909619626	
5.158670446	8.078979039	
4.970582394	7.613499651	
4.461317657	19.96340315	
4.355014779	21.29149279	
4.517876859	11.75017146	
4.984509031	7.486045337	
6.031219199	29.04417342	
5.941386133	-3.885270285	
3.770322236	17.49182288	
3.568287083	-14.72487257	
5.989916771	1.457459707	
5.647057732	12.52657866	
4.810572717	3.447172634	
5.895317953	12.91407456	
7.152301022	9.541719368	
6.931612132	10.16219371	
4.918400135	10.56227474	
4.28640591	25.01294047	
5.70483793	-18.28970526	
4.804415438	32.54038474	
3.528810465	-15.97069841	
5.674849616	14.53493055	
5.630734576	-15.17677775	
5.044958597	-1.540462204	
2.89204594	13.46258513	
4.444883088	16.46801038	
5.635220658	6.683836904	
4.683723217	-36.99516911	
5.508587163	12.32565991	
7.434971975	-3.939106687	
6.84313194	3.682760184	
3.302823769	-17.20697456	
4.949375251	25.76712759	
5.39195811	13.716607	
5.713298505	-8.413684196	
6.126493316	11.24724362	
5.758835768	-22.6719918	
4.318604296	5.819760094	
3.862617758	4.184272615	
5.019929303	-7.320414721	
3.660741767	-10.01260999	
4.548672349	-15.31463441	
5.569993972	-9.815408799	
5.313784767	19.93342393	
3.526322997	-7.893771549	
5.050702056	9.351015382	
4.734959601	13.00471139	
5.831785201	25.29216671	
6.289715783	28.2166924	
7.152301022	-0.269227353	
3.582636636	-11.97217317	
5.47448907	-24.20799192	
6.899052222	2.170139755	
2.997474566	12.77418859	
6.630046427	1.398439185	
6.47845185	6.0026879	
4.186882178	4.108318439	
5.525024006	-9.534443148	
5.70955366	1.745144249	
6.457779035	31.16488769	
8.487220965	21.35121249	
5.558422926	5.860039341	
4.636141865	10.51036533	
6.121027253	23.05013722	
3.70782176	3.249766809	
4.452275006	8.273502903	
3.470098035	-33.14254955	
4.157789716	-24.33909559	
4.790829861	-10.56325219	
4.869545491	11.43030785	
3.766566023	6.888115099	
6.747748684	29.06109002	
3.866262558	2.48691676	
4.464498615	1.383671265	
5.684583483	-4.823613022	
3.41047611	6.852542487	
6.79206836	33.96717729	
5.777226887	3.91168	
4.303181539	11.39077894	
2.066988726	4.784794914	
3.851594682	28.34220267	
5.165259735	6.01418164	
4.408728399	15.36427034	
3.951177531	-5.878615507	
5.584088866	-18.99699656	
8.349301222	15.28273176	
9.092551661	19.99280019	
14.63650167	6.725944129	
14.74339004	0.930882632	
2.36893018	12.37844233	
11.70492171	14.08905407	
10.16469244	13.90633659	
8.270328661	16.43103704	
2.237621882	11.82542408	
10.70515966	10.81156486	
14.59141347	10.65651875	
13.7287009	6.518340595	
5.374662376	18.83001121	
5.723703705	12.25748522	
16.28763246	12.82481096	
11.9119625	6.089502474	
20.11703716	15.57014346	
7.234226612	15.33109414	
13.38242216	7.51046289	
14.09386871	9.550539087	
2.174457475	11.76382287	
10.99430508	5.341704562	
2.930884218	18.93378456	
15.80160986	5.138921349	
11.9775598	2.39457793	
3.888104655	13.4292043	
19.51154107	7.62883931	
8.920498001	15.4584234	
8.067028173	11.44802925	
6.365102106	8.866013584	
10.85849479	13.27547696	
17.83466021	9.39668669	
5.400992248	2.695575202	
-7.505267402	-2.052380549	
-18.85561349	-3.608980731	
-10.15206183	-7.177883415	
-13.93077926	-16.30537897	
-8.064970441	-12.45754563	
-10.72100192	-10.93623953	
-11.00757234	-6.501753685	
-26.31997293	-9.085162017	
-10.00592877	-7.540726326	
-10.68584995	-14.58384193	
-12.78853918	-15.58296733	
-14.40735448	-7.813017671	
-12.890107	-11.78011419	
-4.346558196	-11.01615569	
-13.31635874	-13.95845063	
-3.596838976	-12.61020432	
-12.04474873	0.402663975	
-16.80670382	-9.23491032	
-9.881606527	-15.46954197	
-15.00609758	-10.85694296	
-12.94088522	-17.32225089	
-6.385997747	-12.71023168	
-15.72283625	-9.238775672	
2.930831872	-11.40977363	
-6.154610926	-13.67938355	
-21.21925379	-8.917371613	
-6.054611984	-5.943983322	
-4.475865606	-15.64475613	
-10.22096174	-10.57250418	
-11.26705118	-11.95359462	
-5.581356416	-3.493884176	
-14.71527528	-9.940138196	
-9.588163746	-10.38075427	
36.75673851	57.73465217	
36.34179065	42.56369847	
45.68558451	46.62500159	
52.88015144	50.29964212	
47.74499884	57.27010047	
36.18412064	48.89831088	
40.66201781	45.72940396	
37.91816324	32.64887836	
45.61605364	41.02603397	
40.73181243	43.33793312	
50.84519343	50.68534064	
54.46809281	68.09792593	
61.70668838	50.34679942	
51.85458703	36.25964508	
54.04434104	45.01595084	
50.4123558	45.17252945	
61.17583452	49.6452425	
55.50842742	59.61321348	
53.04071364	62.18424586	
56.46075023	49.02051968	
46.24786142	37.69530066	
39.17232006	56.23105734	
50.84826752	48.02954335	
61.12090104	47.72015144	
34.33624569	57.4296986	
41.87628418	36.38108082	
48.95328074	43.15616151	
60.52938387	52.1006781	
58.94873665	47.43953595	
48.59845047	57.87847966	
50.41358362	47.01446541	
36.60008714	59.52435585	
43.21333235	42.19571691	
54.01446414	60.39981726	
