12.1500773	4.46110451
18.9278348	4.78819349
6.92282472	4.86986781
8.45298589	5.76413757
17.8413615	6.36576662
12.6099588	6.47812729
8.61959168	6.61913535
17.1219012	6.66182533
7.39640929	6.76308721
13.3229117	6.77520464
8.05628749	6.85980287
9.35993105	6.87279955
7.5976425	6.88221578
7.51309292	6.94139364
11.9021627	6.98241481
7.60368314	7.10491852
7.7109893	7.13718511
9.11846771	7.26801434
8.38079634	7.30242211
7.96012093	7.30924105
7.84391138	7.31309276
9.39953568	7.44463366
8.47783033	7.44765705
8.15890237	7.46547064
7.632563	7.49787252
8.25577492	7.49806352
8.56715976	7.49989501
8.26695602	7.51993004
9.50076017	7.55782483
7.63651021	7.5830251
7.97660211	7.58621174
7.56582656	7.58873843
7.78109145	7.59328136
7.912053	7.609106
7.50441634	7.67079134
8.87635044	7.67150302
8.79153324	7.67169288
7.83145244	7.67410929
8.33862648	7.68131306
8.28118052	7.69465023
7.98919407	7.71756438
8.15356079	7.72092269
8.41238877	7.7237785
7.63060645	7.73145464
7.71518321	7.74348384
7.87250476	7.74883565
8.78939593	7.75052674
8.43166892	7.76065624
10.1705689	7.76652658
7.25630005	7.76852292
7.56420766	7.77742334
7.77864718	7.79311099
8.87211674	7.80505322
7.32135324	7.82414693
12.1900451	7.8265987
8.51502411	7.87218871
9.94897053	7.89064987
8.62348477	7.8971731
8.22333722	7.92112919
8.05859761	7.93376946
10.4269464	7.94613814
8.41432713	7.94736754
7.72564808	7.95063604
7.48112531	7.9519423
7.64870767	7.9563596
8.62565505	7.96664087
7.50084089	7.98085173
7.60598302	7.98796966
8.41936232	7.990074
7.49027824	7.99244551
7.83335442	8.01398178
7.18149115	8.02067964
8.48764491	8.02071772
7.61540993	8.0337036
7.23070618	8.04248875
6.30617822	8.04474101
8.17992761	8.04556057
9.75759692	8.07656422
8.24368546	8.07736048
8.23788687	8.07921926
7.86514126	8.09272867
9.4014222	8.10740223
7.9147326	8.12409998
7.52912844	8.1300657
8.29618263	8.13434317
7.43443868	8.15829869
8.3159272	8.16664558
6.90485924	8.17178991
10.27743	8.17807748
7.96913232	8.19511162
8.43434056	8.21840322
8.25329314	8.23489292
7.64182052	8.23703024
8.30599494	8.24256565
8.43512159	8.277916
7.87400543	8.28517661
7.55609724	8.29992862
7.11162673	8.30552497
8.22299901	8.3115963
8.4606602	8.31168838
7.84744136	8.32286948
8.20955895	8.33891524
8.32015646	8.35774361
7.23095629	8.35803168
17.4151996	8.3638901
8.80507789	8.36713573
8.68937197	8.385362
7.15270109	8.40917257
8.43183604	8.42241481
7.37283633	8.43211344
7.77000812	8.46276909
7.7218606	8.46867171
8.38505277	8.49639652
6.51503458	8.52704605
8.34563527	8.5452182
8.1542827	8.54855718
7.13854026	8.58460728
7.96970701	8.58826004
7.84595775	8.58971409
7.31368166	8.60957746
